image_name,BoxesString
004764.png,63 31 81 47
008489.png,22 28 35 40
004113.png,32 99 47 114
006941.png,6 33 23 48
001999.png,35 67 49 81
002134.png,79 9 99 29
003955.png,6 106 17 116
009882.png,41 18 57 32
007728.png,101 106 111 116
008790.png,30 57 42 70
003533.png,2 109 18 127
003603.png,97 41 116 57
008917.png,113 82 123 93
004606.png,34 53 45 63
008113.png,87 4 100 16
008803.png,53 41 66 53
008139.png,77 93 89 104
009697.png,53 4 65 17
003260.png,32 23 50 40
009864.png,59 3 74 17
000452.png,22 67 32 77
009344.png,5 102 18 116
001175.png,58 2 74 18
005222.png,88 66 100 78
000874.png,41 89 54 102
008786.png,113 29 123 40
008739.png,27 71 38 81
007102.png,86 37 105 51
006854.png,26 40 36 50
005488.png,61 67 80 87
003621.png,3 111 17 125
000537.png,109 91 123 105
004630.png,94 57 107 69
000327.png,53 8 63 18
006406.png,112 99 124 110
008660.png,9 41 29 56
009055.png,91 3 110 21
001029.png,102 109 118 127
006544.png,43 91 54 101
001646.png,66 49 77 60
001979.png,5 44 15 55
006131.png,44 48 55 58
003663.png,112 26 124 37
001602.png,41 23 56 38
000389.png,73 7 88 21
000070.png,63 91 75 102
000750.png,87 48 101 62
000354.png,8 112 20 124
000025.png,111 73 125 87
003630.png,76 108 96 128
009991.png,20 0 30 10;0 79 9 91;19 99 37 115
000352.png,81 5 92 15
002130.png,78 108 90 120
000016.png,4 38 16 52
000714.png,103 82 116 95
001118.png,33 52 46 67
008100.png,2 1 18 19
004787.png,8 43 19 55
007505.png,55 29 68 43
005872.png,25 75 38 89
005035.png,17 80 33 96
000696.png,22 68 36 81
003046.png,58 85 70 98
006915.png,33 4 44 16
009352.png,5 56 15 66
009014.png,112 75 124 88
009872.png,61 62 77 78
009405.png,73 111 87 125
009461.png,59 39 70 50
002556.png,45 76 62 91
009249.png,111 68 125 87
004503.png,63 76 73 86
007062.png,100 8 114 22
002845.png,3 27 17 40
003171.png,111 10 125 22
006063.png,109 112 120 124
005734.png,34 109 51 127
003781.png,5 4 18 17
002414.png,14 42 31 61
001314.png,48 111 58 121
003646.png,110 110 126 126
001897.png,68 38 80 49
000339.png,92 113 102 123
008271.png,46 45 61 58
000893.png,57 63 68 74
003122.png,80 64 90 74
002920.png,88 91 98 101
001061.png,3 98 18 115
004560.png,2 94 18 107
001986.png,72 27 88 43
000141.png,8 101 21 117
001924.png,101 4 113 16
007872.png,97 88 107 99
003385.png,30 44 41 54
006909.png,41 22 55 34
008908.png,95 112 105 122
004246.png,107 41 118 53
005728.png,27 110 39 124
006524.png,50 110 68 126
002827.png,79 26 94 40
008261.png,25 104 35 114
007604.png,15 88 28 102
006440.png,48 110 60 121
006690.png,44 105 55 116
009285.png,74 3 87 17
009833.png,1 110 20 126
001213.png,53 50 72 70
003708.png,75 105 93 123
008412.png,42 110 59 124
005014.png,73 11 84 22
000886.png,102 14 118 30
002422.png,72 5 82 15
001589.png,16 72 26 82
007155.png,95 108 113 126
009639.png,66 90 82 106
000212.png,16 60 30 73
000194.png,55 4 67 16
005755.png,34 43 45 53
000971.png,112 24 124 36
009816.png,39 51 50 63
007316.png,39 5 49 15
004425.png,25 15 38 29
003592.png,110 99 126 115
000198.png,5 106 18 119
003157.png,110 110 126 126
007777.png,99 4 116 20
009031.png,33 16 48 30
007990.png,113 18 123 28
004037.png,17 76 30 88
005883.png,42 71 62 90
000376.png,85 15 96 28
007373.png,59 98 71 109
002365.png,75 80 89 95
009689.png,2 67 18 81
002500.png,111 80 125 93
000931.png,74 56 88 69
006640.png,106 83 117 95
003174.png,112 87 124 100
009521.png,8 4 20 16
009394.png,14 60 29 73
002199.png,1 18 19 33
009028.png,109 54 120 65
002413.png,40 42 50 52
001316.png,55 86 72 107
002198.png,77 47 90 60
009005.png,56 78 69 92
001996.png,79 10 94 23
005448.png,73 49 83 59
006171.png,5 112 18 124
000474.png,36 25 48 40
006761.png,38 106 50 118
006018.png,113 26 123 36
008082.png,12 4 24 16
009937.png,76 24 88 36;80 103 94 115;37 120 49 128
002442.png,21 81 37 100
005791.png,34 91 51 105
005356.png,21 60 31 70
004344.png,99 72 117 92
007752.png,4 89 17 102
000204.png,64 73 78 85
002433.png,5 68 15 80
002643.png,30 17 40 27
007624.png,4 24 20 42
006233.png,80 113 90 123
007340.png,31 89 41 99
008041.png,4 96 16 110
009086.png,47 22 60 34
002354.png,90 16 104 30
008131.png,23 55 40 72
005840.png,33 78 49 91
002983.png,103 58 115 68
003524.png,100 24 111 35
004019.png,58 111 68 122
000094.png,112 90 124 103
006780.png,28 41 40 53
006881.png,64 97 74 107
003985.png,111 32 125 45
006698.png,32 2 46 18
001813.png,21 76 40 94
002989.png,105 17 118 30
004732.png,3 31 17 45
002926.png,53 55 67 71
002149.png,7 62 23 78
008017.png,14 4 30 22
009042.png,81 30 96 46
001136.png,32 14 44 25
007030.png,71 46 81 56
004940.png,79 28 96 45
004119.png,112 95 124 107
007747.png,39 110 54 126
009724.png,49 34 66 49
004476.png,14 79 24 89
009666.png,56 72 67 83
008612.png,97 28 108 40
000111.png,113 73 123 83
002592.png,83 111 95 123
003695.png,65 28 78 40
009714.png,41 84 56 102
004421.png,4 13 18 28
005347.png,5 3 19 17
003844.png,87 0 104 20
002686.png,48 1 69 19
009956.png,41 23 55 37;36 61 48 73;32 82 42 92
008147.png,62 4 77 19
002150.png,45 88 63 103
007060.png,63 112 75 124
008159.png,109 45 127 62
001676.png,26 29 42 45
009703.png,10 56 26 71
006650.png,90 62 100 72
003529.png,106 88 118 99
007437.png,68 44 79 55
000510.png,102 78 112 88
003189.png,81 90 92 102
001093.png,53 113 63 123
000584.png,30 2 46 18
003519.png,109 112 122 124
006820.png,27 67 37 77
002472.png,68 10 81 24
004432.png,106 33 125 50
000726.png,82 3 96 17
001918.png,43 110 65 126
009471.png,18 72 31 84
006342.png,63 42 83 63
005825.png,113 56 123 68
005560.png,60 28 75 44
002496.png,67 39 85 55
003421.png,73 85 87 100
001160.png,18 75 29 85
007294.png,56 37 67 51
001198.png,52 2 67 18
004884.png,1 18 19 32
002519.png,78 62 94 77
003087.png,102 82 123 99
000499.png,73 5 83 15
009491.png,5 92 15 102
008855.png,99 5 110 15
008320.png,62 32 78 47
006527.png,83 76 100 92
003040.png,71 51 81 62
004463.png,89 70 103 83
006806.png,10 19 24 34
000296.png,17 49 27 59
002779.png,101 2 118 18
001413.png,102 53 117 65
004305.png,96 39 108 51
001957.png,46 106 66 125
002891.png,73 50 90 65
006814.png,35 98 53 115
002998.png,60 83 73 96
009076.png,112 41 124 53
002511.png,3 2 18 18
002829.png,72 8 82 18
009276.png,54 92 72 110
008974.png,23 103 36 116
005298.png,46 51 57 62
002599.png,29 18 43 31
005653.png,32 17 45 30
009316.png,101 3 122 24
006929.png,55 10 66 21
008635.png,85 40 100 55
006687.png,113 82 123 93
007133.png,106 32 117 42
002045.png,8 41 20 53
007912.png,11 96 23 108
001805.png,77 90 89 102
007052.png,3 16 18 30
006087.png,58 88 74 104
007801.png,29 110 39 121
008950.png,12 72 24 84
005717.png,38 98 52 114
008823.png,110 97 126 113
005075.png,5 65 18 79
009667.png,39 19 52 32
000797.png,13 85 26 96
004779.png,74 15 84 25
003212.png,61 111 75 125
003818.png,112 80 124 92
009063.png,18 78 28 88
003328.png,53 3 66 17
007241.png,50 55 64 69
008007.png,76 88 93 104
000338.png,72 11 83 21
005263.png,67 22 80 37
000872.png,92 44 102 54
009698.png,110 79 126 95
008916.png,76 105 88 120
006669.png,110 112 126 124
004166.png,106 58 120 72
007518.png,71 3 84 17
006254.png,71 97 84 111
000544.png,80 52 98 71
007988.png,37 5 47 15
000102.png,65 0 86 20
000170.png,77 5 87 15
001927.png,2 109 18 127
002050.png,28 44 45 64
005939.png,40 40 53 53
008537.png,45 31 60 48
007162.png,111 17 125 28
002251.png,68 3 82 17
003410.png,24 34 36 46
002107.png,69 76 82 90
001317.png,112 4 124 16
007003.png,22 25 35 37
006168.png,103 26 120 41
009685.png,61 107 73 121
001358.png,91 102 107 116
002540.png,92 93 111 111
008682.png,44 99 57 112
000548.png,52 45 64 56
000076.png,6 11 16 21
002488.png,71 112 83 124
007822.png,1 85 19 102
002232.png,52 101 62 111
000685.png,24 112 36 124
006054.png,111 98 125 112
006208.png,9 68 27 87
002764.png,9 41 23 57
008063.png,38 67 59 88
007157.png,77 94 93 110
000513.png,97 52 109 64
004636.png,111 53 125 66
001734.png,0 2 20 18
001623.png,22 83 32 93
006952.png,110 84 123 96
003315.png,104 37 115 48
002579.png,17 93 34 108
003461.png,88 14 102 30
003761.png,86 5 96 15
008291.png,1 102 19 119
004756.png,32 87 42 97
003140.png,97 4 111 16
000112.png,25 8 38 22
001932.png,9 17 19 27
008607.png,4 103 16 115
003090.png,82 109 96 126
005012.png,75 6 90 21
001866.png,3 24 17 40
009308.png,36 18 48 30
002212.png,94 73 110 87
002557.png,34 88 53 103
000975.png,69 12 87 31
000216.png,36 3 49 17
006940.png,72 54 90 68
006421.png,10 72 25 86
006046.png,43 53 58 68
007710.png,76 52 88 64
002093.png,112 23 124 36
001252.png,21 95 34 107
009593.png,72 29 88 45
008627.png,91 30 108 47
000650.png,11 98 22 108
009880.png,77 61 91 75
007475.png,50 97 61 107
007224.png,11 79 24 93
002741.png,12 82 22 92
009119.png,53 100 72 119
008444.png,31 99 45 117
003025.png,111 33 125 47
003710.png,51 22 66 41
004774.png,57 35 76 53
001609.png,11 95 27 111
003588.png,110 45 121 56
003149.png,24 112 35 124
008809.png,25 111 42 125
001294.png,109 37 127 53
009755.png,22 67 32 77
002693.png,30 37 41 50
008873.png,87 7 101 22
000905.png,97 57 112 73
008921.png,8 104 23 120
007177.png,101 110 114 126
007071.png,4 71 20 88
008338.png,111 3 125 17
005196.png,2 1 18 20
000670.png,53 108 72 123
001501.png,95 5 106 15
000347.png,74 0 91 20
008836.png,108 63 125 79
001248.png,103 94 114 104
000210.png,76 8 87 19
007398.png,28 4 40 18
003110.png,5 5 15 15
001030.png,111 3 125 17
008219.png,23 13 38 26
001653.png,95 44 114 62
000573.png,111 28 125 42
005860.png,18 67 34 83
001182.png,41 108 55 122
006152.png,5 18 16 29
000427.png,9 4 21 16
005444.png,59 93 69 103
002315.png,28 19 38 29
009002.png,90 34 101 45
009286.png,13 50 23 60
000145.png,109 102 119 112
009476.png,108 50 122 63
004658.png,74 0 93 20
001080.png,108 66 128 81
001799.png,23 7 33 17
006714.png,18 74 33 87
001728.png,60 66 73 78
007855.png,58 6 72 18
009885.png,84 75 102 94
004481.png,15 50 33 64
007414.png,111 98 125 113
002467.png,64 34 79 50
004510.png,2 88 18 104
004212.png,78 78 92 90
007764.png,40 30 60 46
002699.png,55 4 69 19
004410.png,66 2 83 18
007330.png,95 86 109 101
008466.png,80 106 97 124
009747.png,92 78 104 90
002796.png,46 87 57 98
008058.png,20 28 34 42
001365.png,11 107 27 123
002707.png,64 109 80 127
005299.png,91 45 107 61
001613.png,56 96 72 111
002310.png,59 32 73 46
006888.png,63 76 75 88
000173.png,53 4 67 16
009886.png,6 7 20 24
001767.png,15 110 33 126
001846.png,50 55 64 74
005629.png,65 19 75 29
003242.png,3 69 17 82
001965.png,68 17 87 33
001508.png,10 67 25 82
006631.png,106 4 117 16
008293.png,81 65 99 85
000674.png,76 2 91 18
007500.png,100 108 117 128
000546.png,54 83 67 96
009173.png,98 17 118 32
000138.png,4 112 16 124
007092.png,91 95 105 108
008284.png,30 17 41 28
004407.png,47 97 57 107
007442.png,52 18 67 31
009083.png,97 106 115 122
003370.png,44 43 63 63
007519.png,95 102 108 116
005246.png,92 13 102 23
003531.png,55 44 69 61
001811.png,50 78 69 97
001256.png,71 18 85 34
001071.png,20 39 34 51
003896.png,73 106 90 122
000832.png,108 60 123 72
000526.png,73 60 85 73
003952.png,3 24 17 39
007013.png,48 47 65 64
001632.png,96 42 111 55
003840.png,60 86 72 98
005096.png,22 18 33 28
005023.png,44 14 61 32
007809.png,102 113 112 123
009989.png,76 21 86 31;0 27 9 37;59 120 71 128
002429.png,71 42 89 60
001795.png,2 77 18 93
009518.png,36 76 51 93
008820.png,3 2 17 18
005672.png,83 69 99 83
002713.png,84 45 100 65
005013.png,18 112 29 124
008966.png,57 4 73 20
005301.png,70 61 83 74
006058.png,103 79 113 89
005594.png,40 110 54 126
006585.png,86 42 106 61
000773.png,13 5 23 15
008806.png,26 83 36 95
001357.png,61 50 75 64
000448.png,99 7 109 18
007479.png,88 7 105 24
004107.png,9 3 25 17
009423.png,2 2 18 18
006211.png,22 110 35 125
003215.png,55 41 69 54
001569.png,4 59 16 71
000232.png,86 88 102 101
009821.png,98 70 111 82
003777.png,39 98 51 109
004258.png,112 25 124 37
004270.png,7 50 18 61
002004.png,85 61 97 74
009162.png,102 6 120 21
003924.png,90 4 102 16
003691.png,70 109 86 127
005715.png,113 87 123 97
006610.png,111 88 125 103
009227.png,105 104 120 120
001876.png,3 100 17 114
003316.png,12 8 26 21
009312.png,2 71 18 86
007611.png,24 111 38 125
003432.png,19 13 31 26
005970.png,27 73 44 90
005279.png,19 65 38 83
000883.png,46 85 56 95
003139.png,20 14 35 30
002444.png,73 8 86 21
003419.png,7 4 18 16
006654.png,88 30 99 40
005895.png,48 72 61 86
003080.png,63 31 75 44
002450.png,54 61 67 73
009273.png,21 90 34 104
001854.png,103 60 113 70
002705.png,3 67 17 80
006663.png,3 109 17 127
006206.png,21 4 33 16
008443.png,61 37 77 54
005876.png,113 113 123 123
001507.png,57 7 67 18
009620.png,105 82 115 93
004667.png,112 66 124 77
003542.png,2 3 18 17
002478.png,75 74 95 93
000013.png,5 15 22 32
005746.png,79 80 98 99
008431.png,92 99 105 111
009849.png,56 41 71 56
006603.png,5 24 15 34
002934.png,105 41 115 51
002881.png,113 18 123 29
005350.png,4 98 16 109
000830.png,22 13 32 24
002927.png,29 44 44 58
009810.png,76 68 93 89
000062.png,99 93 114 108
006001.png,39 42 55 58
003302.png,32 3 47 17
005241.png,39 4 51 16
001121.png,113 113 123 123
009264.png,106 5 116 15
004108.png,45 0 60 20
005049.png,0 105 20 124
007338.png,103 110 114 120
002577.png,41 90 55 108
000444.png,76 89 87 100
007859.png,62 5 77 20
009442.png,46 98 59 110
008146.png,84 21 96 32
000317.png,81 78 95 92
008468.png,23 112 37 124
002254.png,3 64 18 76
005623.png,108 85 128 102
005989.png,91 112 106 124
008602.png,110 96 122 111
005381.png,8 111 23 125
009311.png,60 33 74 48
005423.png,70 95 80 106
005776.png,40 28 50 38
004467.png,6 94 21 111
008718.png,112 51 124 63
006994.png,50 49 67 62
008069.png,5 86 15 96
007514.png,63 96 79 113
007677.png,110 26 126 40
006757.png,90 93 104 108
007930.png,68 5 79 15
006664.png,95 77 108 89
008545.png,95 15 110 28
007138.png,36 113 47 123
000163.png,87 67 101 85
003749.png,112 81 123 93
000732.png,8 5 19 16
004237.png,68 86 84 102
009038.png,88 26 101 39
002645.png,58 74 70 86
008852.png,112 39 124 52
009824.png,62 81 77 97
005526.png,55 17 67 29
007452.png,45 78 57 90
003042.png,29 42 40 52
005294.png,3 13 17 26
004457.png,70 97 84 111
009396.png,112 78 124 92
005304.png,76 42 93 55
007597.png,99 44 114 61
004623.png,51 96 62 107
004730.png,61 85 72 96
007547.png,4 80 16 91
004024.png,2 90 18 105
008512.png,48 32 62 48
008695.png,35 20 53 37
004713.png,109 5 127 22
001862.png,71 104 85 118
009127.png,75 4 88 18
002975.png,56 98 69 111
009907.png,55 36 69 50;88 74 100 88;1 118 13 128
003545.png,73 96 85 108
000693.png,22 8 32 19
008491.png,12 5 22 15
004017.png,98 79 109 89
003455.png,89 50 101 61
009927.png,0 0 5 5;41 107 55 121;0 109 8 119
002844.png,32 110 49 126
008155.png,5 13 16 24
008357.png,71 5 82 15
002899.png,107 82 123 97
001759.png,90 62 100 72
009473.png,30 80 41 91
009933.png,0 35 9 51;98 43 114 53;45 65 57 77
006325.png,3 101 17 114
004241.png,17 60 35 77
002276.png,111 34 125 51
002421.png,54 1 68 19
008965.png,71 29 89 42
009616.png,65 74 77 85
004454.png,108 52 119 63
001027.png,62 3 80 17
005906.png,107 81 128 97
009297.png,45 18 59 32
006794.png,22 6 32 16
009618.png,65 59 81 75
003241.png,43 77 56 91
000157.png,102 11 117 28
007971.png,45 65 55 75
002915.png,14 110 31 126
005011.png,97 73 111 91
000295.png,67 10 81 22
008314.png,3 23 17 36
002711.png,2 11 18 27
005493.png,113 113 123 123
006821.png,88 101 106 120
003771.png,85 66 102 81
006365.png,112 81 124 96
005072.png,100 28 110 38
003677.png,38 100 51 112
000325.png,39 23 59 39
009694.png,100 27 114 41
006389.png,107 108 128 128
007839.png,24 37 36 49
007212.png,18 4 30 16
007660.png,87 37 101 54
002438.png,94 111 106 125
006341.png,67 60 80 73
004709.png,26 34 39 47
003348.png,59 49 70 61
006458.png,109 4 125 24
006402.png,104 3 118 17
003000.png,112 108 124 121
001869.png,5 105 15 116
001330.png,99 3 119 21
003056.png,72 33 85 46
004594.png,88 31 102 45
008968.png,92 50 105 63
001326.png,1 60 19 78
000050.png,26 43 46 63
009466.png,2 39 18 51
008514.png,4 89 16 103
008576.png,85 35 99 47
008864.png,10 86 22 97
005307.png,64 38 76 50
008884.png,111 45 125 59
007019.png,113 40 123 50
007174.png,34 1 53 19
005565.png,106 1 123 19
003637.png,34 61 45 74
003570.png,80 112 93 124
004094.png,64 30 83 45
000353.png,111 108 125 121
004493.png,111 19 125 32
006950.png,12 3 25 17
007300.png,75 42 90 63
001934.png,92 43 108 58
002286.png,4 51 16 64
000954.png,79 45 90 57
000217.png,78 0 96 20
009607.png,56 32 67 43
002591.png,4 42 16 53
007955.png,73 85 85 97
000293.png,69 65 86 78
009831.png,78 20 95 37
006816.png,103 111 118 125
005838.png,113 97 123 108
005626.png,58 25 69 35
008566.png,44 15 55 27
006510.png,50 44 66 58
008799.png,34 58 51 76
003226.png,59 49 69 59
004794.png,71 27 82 40
009603.png,75 41 97 62
008327.png,20 27 38 45
003438.png,99 64 114 78
008226.png,77 35 90 49
002244.png,34 42 46 54
006549.png,71 1 87 19
002353.png,113 24 123 34
004793.png,103 33 115 45
004839.png,18 33 30 45
002224.png,2 27 18 41
007305.png,63 107 83 128
000334.png,105 85 119 98
000908.png,31 10 45 26
005536.png,18 67 34 83
005037.png,101 28 115 43
004316.png,61 85 71 95
003331.png,46 3 66 17
008118.png,13 44 26 55
005318.png,20 39 33 52
003459.png,25 33 41 49
009941.png,28 2 40 16;54 101 64 111;57 115 75 128
002903.png,99 4 113 18
008133.png,112 82 122 92
006213.png,14 99 26 114
001310.png,90 106 100 116
004147.png,3 37 17 54
009953.png,45 28 57 40;84 100 94 114;20 110 30 122
000445.png,27 5 39 15
004379.png,104 17 116 29
004240.png,5 44 15 54
007467.png,72 108 87 126
008009.png,112 24 124 35
000844.png,22 28 38 45
002801.png,4 61 16 71
007830.png,75 89 89 105
006069.png,97 62 113 78
001955.png,3 86 17 98
002494.png,36 22 48 35
009293.png,5 11 15 24
007474.png,57 78 70 91
005398.png,109 6 120 17
000995.png,45 108 58 121
006297.png,91 2 108 18
007693.png,71 68 92 84
007492.png,52 30 68 45
004609.png,50 108 67 124
000453.png,25 110 41 126
004409.png,34 105 50 118
000276.png,81 31 99 48
002855.png,56 90 67 102
009367.png,98 84 110 96
000686.png,75 37 86 49
003026.png,76 7 88 18
003883.png,108 77 121 90
007819.png,1 0 19 20
006292.png,16 3 32 17
004292.png,26 38 41 53
007858.png,5 84 15 94
005898.png,15 35 26 46
003107.png,56 79 66 89
007139.png,74 27 89 46
008085.png,84 53 96 65
008527.png,54 1 67 19
007564.png,110 93 126 109
000753.png,69 93 81 104
003861.png,25 49 40 66
003374.png,64 17 77 28
002772.png,7 113 17 123
006337.png,17 98 31 112
008552.png,14 40 25 50
003366.png,99 54 112 70
001352.png,45 102 60 118
002265.png,32 73 42 84
006851.png,46 35 61 48
000115.png,100 111 111 125
002791.png,44 17 57 33
000792.png,3 19 17 34
004041.png,42 81 53 92
003249.png,49 57 60 67
001701.png,1 78 19 95
009186.png,42 97 59 115
006035.png,67 99 81 114
005588.png,18 45 34 61
009289.png,74 15 89 28
000478.png,46 14 58 26
006136.png,56 21 68 32
005507.png,77 104 92 118
002740.png,49 8 63 26
009179.png,95 4 110 16
007964.png,112 12 124 24
009175.png,59 26 70 38
008077.png,95 63 113 82
009835.png,47 73 57 83
005929.png,37 37 50 52
003233.png,112 95 124 107
009217.png,4 60 16 73
009052.png,97 67 116 85
005751.png,22 62 39 82
002677.png,113 33 123 45
007903.png,45 1 61 19
006444.png,99 36 113 50
008747.png,19 3 37 20
003481.png,39 105 50 117
004117.png,64 108 81 124
004686.png,106 96 119 110
003558.png,67 37 85 54
004492.png,112 93 124 104
002938.png,61 21 76 36
008089.png,28 20 45 35
009017.png,83 93 93 103
001247.png,44 111 58 125
000746.png,9 110 19 120
009584.png,98 4 110 16
008135.png,103 7 120 22
006324.png,3 111 17 125
000095.png,32 59 45 73
002812.png,49 52 68 69
007303.png,110 3 123 17
009741.png,38 109 56 127
000533.png,9 39 21 52
003916.png,57 95 77 110
007757.png,101 34 117 48
007197.png,57 13 68 24
000968.png,61 32 72 43
006282.png,110 106 124 120
006858.png,1 6 19 24
005701.png,37 50 51 67
006299.png,25 103 35 113
007201.png,88 38 101 53
004619.png,67 98 82 114
007185.png,3 79 17 94
005083.png,111 57 125 69
004365.png,42 113 53 124
006023.png,7 91 21 104
009925.png,56 0 74 13;24 53 38 61;108 100 118 108
006540.png,88 99 102 112
000398.png,105 3 117 17
008394.png,111 42 125 62
002984.png,46 111 59 125
007594.png,96 70 107 82
002154.png,38 26 50 39
004748.png,82 48 102 64
004559.png,65 40 75 50
002401.png,27 54 41 68
005386.png,27 63 44 79
007254.png,6 2 22 18
006034.png,3 59 17 72
004184.png,87 25 104 39
009324.png,22 27 35 39
002391.png,49 108 63 120
003118.png,32 24 47 37
005038.png,82 3 97 17
006372.png,103 109 121 126
003255.png,6 63 26 82
001878.png,113 76 123 88
000017.png,84 36 100 50
009566.png,36 109 49 121
007318.png,29 107 42 121
002560.png,103 6 121 22
006633.png,43 16 62 34
000272.png,40 112 52 124
002018.png,28 111 46 125
003054.png,7 62 21 78
004897.png,6 31 25 49
004584.png,62 18 73 28
004170.png,67 61 79 72
001447.png,6 110 25 126
004301.png,77 3 91 17
004826.png,71 20 83 34
003849.png,73 111 88 125
002003.png,81 4 93 16
003825.png,4 72 16 87
006602.png,108 4 128 21
005237.png,4 110 16 122
008822.png,106 99 119 112
006454.png,7 1 25 19
004192.png,9 37 27 52
001343.png,37 68 51 83
003729.png,97 113 107 123
007626.png,110 22 120 34
004518.png,107 84 128 103
009274.png,8 56 24 73
000425.png,17 105 30 119
006670.png,30 29 49 47
002245.png,76 54 88 68
003690.png,106 91 120 104
000292.png,42 86 62 104
007575.png,16 9 27 20
008404.png,112 92 124 106
008598.png,74 44 91 60
009085.png,44 3 61 17
002243.png,81 28 92 39
003577.png,62 58 78 72
007992.png,6 3 22 17
009784.png,103 111 122 125
007493.png,112 17 124 30
002877.png,15 80 27 92
000956.png,8 84 22 99
002689.png,61 41 71 52
005266.png,113 5 123 15
001614.png,46 103 61 119
009069.png,9 107 24 119
009996.png,109 1 121 11;110 57 122 69;72 107 85 117;71 108 79 116
000740.png,18 104 37 119
008888.png,68 102 86 121
004600.png,87 80 102 93
002843.png,88 50 105 68
007539.png,84 82 94 92
008550.png,15 0 31 20
005661.png,3 111 18 125
005306.png,5 108 15 118
001962.png,99 110 110 121
007591.png,19 81 38 96
009575.png,98 106 114 122
009732.png,110 73 122 85
007204.png,71 85 81 95
004209.png,104 98 115 110
001496.png,8 40 22 55
000545.png,79 65 92 80
002950.png,45 94 57 109
004782.png,16 113 27 123
000515.png,5 110 21 126
006190.png,62 6 77 21
007572.png,90 58 100 68
005579.png,57 54 72 67
001262.png,106 55 119 69
006443.png,11 67 22 81
005027.png,63 51 77 66
009651.png,5 43 15 54
007219.png,94 22 107 35
008172.png,68 41 84 60
004821.png,80 31 95 48
007508.png,33 72 47 86
005191.png,66 1 80 19
001750.png,5 104 22 118
003995.png,20 20 30 32
000068.png,28 107 44 125
005668.png,28 80 47 94
007532.png,3 13 23 33
006620.png,113 33 123 43
001257.png,6 3 20 17
001013.png,3 64 17 76
002448.png,107 77 126 97
000794.png,98 102 110 114
001855.png,112 104 124 118
008280.png,100 20 120 38
007527.png,112 9 124 21
002327.png,46 10 57 22
001935.png,113 32 123 42
008071.png,14 56 32 73
004321.png,4 7 16 18
007160.png,113 111 123 123
003556.png,94 109 111 127
006181.png,49 77 61 89
008546.png,31 99 45 115
006485.png,78 28 90 39
006713.png,43 8 58 25
003435.png,110 74 126 88
001629.png,110 90 126 103
007834.png,102 56 115 69
005327.png,58 98 75 115
005721.png,91 65 104 79
008301.png,26 58 38 70
005249.png,18 3 33 19
001538.png,60 106 72 118
001165.png,8 111 26 126
002648.png,60 12 75 27
002873.png,72 56 89 71
006368.png,101 102 116 117
005441.png,111 107 125 123
003326.png,57 15 68 27
008184.png,109 109 127 127
007295.png,12 105 23 117
002177.png,15 58 28 73
004827.png,73 93 90 112
003196.png,99 33 115 49
008650.png,3 66 19 82
007099.png,4 94 16 107
007914.png,103 101 113 111
005673.png,99 109 118 127
009614.png,16 104 30 118
004819.png,2 109 20 127
002471.png,97 103 112 117
005189.png,111 96 125 108
005341.png,14 11 25 21
008970.png,61 4 83 24
008667.png,33 103 43 113
002349.png,25 92 37 104
004781.png,7 50 24 68
000402.png,53 2 72 18
001922.png,52 102 64 112
000301.png,109 20 127 36
006824.png,91 12 107 33
006490.png,25 19 40 34
001656.png,103 3 119 20
000020.png,58 55 70 68
006470.png,22 109 37 127
003762.png,14 113 24 123
005933.png,92 113 103 123
008599.png,6 13 22 29
005885.png,2 62 18 79
001307.png,54 14 70 30
001327.png,70 93 83 106
003559.png,91 44 107 64
007938.png,4 46 16 58
007167.png,52 48 65 60
005399.png,73 27 88 40
005215.png,45 53 55 64
003824.png,92 30 110 47
003979.png,110 109 126 127
007428.png,25 7 37 18
008659.png,4 4 16 16
009057.png,35 10 51 27
005186.png,109 102 127 119
005605.png,62 83 74 96
002428.png,36 110 55 126
007239.png,99 80 111 91
001894.png,91 15 102 26
000649.png,19 44 36 65
008689.png,33 112 43 122
007669.png,29 5 39 15
000684.png,65 108 85 126
007869.png,91 45 103 56
008900.png,64 65 81 85
004442.png,42 79 52 89
006266.png,3 4 17 17
006958.png,32 26 46 39
008180.png,34 113 44 123
006884.png,55 103 69 120
003354.png,95 56 110 71
002656.png,71 84 89 100
009679.png,88 54 106 71
000468.png,35 5 45 15
008613.png,73 12 85 27
005514.png,112 111 124 125
000008.png,70 52 83 68
006917.png,102 111 116 125
007727.png,55 82 68 94
002214.png,16 72 27 82
007016.png,53 104 67 117
008473.png,17 45 30 60
003218.png,108 102 128 121
004456.png,36 113 47 123
008157.png,37 72 55 93
002229.png,23 110 37 126
000511.png,71 47 91 64
001773.png,13 108 32 126
005143.png,54 10 73 24
002625.png,60 81 75 96
009278.png,23 75 35 90
005015.png,50 5 61 15
003416.png,73 85 84 96
007263.png,3 21 17 33
007850.png,85 14 98 27
007510.png,104 110 120 126
000393.png,43 107 55 118
001751.png,30 49 41 60
001028.png,45 50 57 61
009922.png,22 52 32 62;0 58 5 68;0 86 7 98
002163.png,111 64 125 82
003873.png,83 3 96 18
007794.png,58 100 76 116
002914.png,76 110 98 126
005533.png,109 4 120 16
003510.png,2 22 18 37
008702.png,25 55 41 75
002481.png,50 95 60 105
004406.png,87 110 99 123
004156.png,10 18 23 30
004530.png,30 77 45 95
005671.png,65 13 79 27
004150.png,47 110 66 126
